location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Ben Arous,90.0,1500000.0,Blanc,21500.0,Nouveau,1.3,2019.0,Manuelle,Fiat,Fiorino,Compacte,Diesel,5.0
Ariana,90.0,46600.0,Doré,220000.0,Nouveau,2.0,2019.0,Manuelle,Iveco,Daily,Autres,Diesel,12.0
Tunis,90.0,130000.0,Gris,11111.0,Avec kilométrage,1.2,2017.0,Manuelle,Peugeot,301,Autres,Essence,5.0
Jendouba,90.0,214.0,Noir,22000.0,Avec kilométrage,1.4,2009.0,Manuelle,Peugeot,308,Berline,Essence,6.0
Ben Arous,90.0,150.0,Blanc,13800.0,Avec kilométrage,1.6,2017.0,Automatique,Peugeot,Partner,Autres,Diesel,5.0
Tunis,90.0,100000.0,Noir,47500.0,Avec kilométrage,1.2,2021.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Tunis,90.0,106000.0,Noir,135000.0,Avec kilométrage,1.6,2017.0,Automatique,Mercedes-Benz,Classe E,Berline,Essence,9.0
Sfax,90.0,2300000.0,Blanc,36000.0,Avec kilométrage,2.2,2015.0,Manuelle,Peugeot,Boxer,Utilitaire,Diesel,8.0
Bizerte,90.0,70000.0,Blanc,72000.0,Avec kilométrage,2.0,2022.0,Manuelle,Isuzu,D-MAX,Pick up,Diesel,8.0
Ariana,90.0,105000.0,Blanc,39000.0,Avec kilométrage,1.6,2016.0,Manuelle,Ford,Focus,Compacte,Essence,6.0
Tunis,90.0,43300.0,Noir,67000.0,Avec kilométrage,1.5,2021.0,Manuelle,Renault,Megane,Compacte,Essence,7.0
Ariana,90.0,275000.0,Gris,38000.0,Avec kilométrage,1.2,2014.0,Manuelle,Seat,Leon,Berline,Essence,5.0
Gabès,90.0,221761.0,Blanc,26000.0,Avec kilométrage,1.2,2014.0,Manuelle,Renault,Symbol,Berline,Essence,5.0
Tunis,90.0,211000.0,Doré,45000.0,Avec kilométrage,2.0,2007.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,11.0
Bizerte,90.0,65000.0,Noir,35000.0,Avec kilométrage,1.5,2020.0,Manuelle,Geely,LC,Berline,Essence,6.0
Sfax,90.0,120000.0,Noir,50000.0,Avec kilométrage,1.2,2013.0,Automatique,Volkswagen,Golf,Autres,Essence,6.0
Tozeur,90.0,270000.0,Blanc,34000.0,Avec kilométrage,1.2,2017.0,Manuelle,Mitsubishi,L200,Autres,Diesel,10.0
Nabeul,90.0,73000.0,Gris,35000.0,Nouveau,1.2,2015.0,Manuelle,Hyundai,I 10,Berline,Essence,5.0
Tunis,90.0,99400.0,Rouge,36000.0,Avec kilométrage,1.6,2019.0,Manuelle,Kia,Picanto,Compacte,Essence,4.0
La Manouba,90.0,99999.0,Gris,14000.0,Avec kilométrage,1.8,2009.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,7.0
Ariana,90.0,165000.0,Noir,66000.0,Avec kilométrage,3.5,2007.0,Automatique,Mercedes-Benz,Classe CLS,Berline,Essence,20.0
Ariana,90.0,200.0,Gris,48000.0,Avec kilométrage,3.0,1993.0,Manuelle,Toyota,4Runner,4 x 4,Diesel,10.0
Ben Arous,90.0,4000.0,Bleu,64000.0,Avec kilométrage,1.6,2024.0,Automatique,Fiat,500,Compacte,Essence,4.0
La Manouba,90.0,160000.0,Blanc,33000.0,Avec kilométrage,1.5,2020.0,Manuelle,Geely,LC,Berline,Essence,6.0
Ariana,90.0,355.0,Gris,82000.0,Avec kilométrage,3.0,2002.0,Manuelle,Toyota,Land Cruiser,4 x 4,Diesel,11.0
La Manouba,90.0,131000.0,Noir,42000.0,Avec kilométrage,2.0,2020.0,Manuelle,GMC,Hover,Autres,Diesel,7.0
Ben Arous,90.0,50000.0,Noir,43000.0,Avec kilométrage,1.1,2021.0,Manuelle,Kia,Picanto,Compacte,Essence,4.0
Ben Arous,90.0,80000.0,Noir,61000.0,Avec kilométrage,1.4,2018.0,Manuelle,Volkswagen,Jetta,Berline,Essence,7.0
Tunis,90.0,88000.0,Noir,60000.0,Avec kilométrage,1.2,2020.0,Manuelle,Toyota,Corolla,Compacte,Essence,6.0
Ben Arous,90.0,150000.0,Blanc,46000.0,Avec kilométrage,1.6,2020.0,Manuelle,Peugeot,Partner,Autres,Diesel,5.0
Ariana,90.0,142000.0,Autre,83000.0,Avec kilométrage,1.6,2019.0,Automatique,Kia,Sportage,4 x 4,Essence,8.0
Bizerte,90.0,247000.0,Blanc,26500.0,Avec kilométrage,1.2,2011.0,Manuelle,Seat,Leon,Compacte,Essence,7.0
Ariana,90.0,18000.0,Noir,108000.0,Avec kilométrage,1.4,2022.0,Automatique,Kia,C'eed,Autres,Essence,9.0
Sfax,90.0,234000.0,Gris,59000.0,Nouveau,2.2,2015.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,9.0
Ariana,90.0,270000.0,Gris,13500.0,Avec kilométrage,1.6,2000.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Tunis,90.0,200.0,Noir,32500.0,Avec kilométrage,1.4,2018.0,Manuelle,Suzuki,Swift,Berline,Essence,5.0
Ariana,90.0,238000.0,Gris,28000.0,Avec kilométrage,1.4,2009.0,Manuelle,Renault,Megane,Compacte,Diesel,5.0
Tunis,90.0,217000.0,Gris,36000.0,Avec kilométrage,2.0,2014.0,Manuelle,Ssangyong,Actyon,Pick up,Diesel,7.0
Ben Arous,90.0,300000.0,Vert,12500.0,Avec kilométrage,1.2,2001.0,Manuelle,Citroen,Saxo,Berline,Essence,4.0
Ben Arous,90.0,41000.0,Noir,54000.0,Avec kilométrage,1.2,2016.0,Manuelle,Peugeot,2008,Compacte,Essence,4.0
La Manouba,90.0,154000.0,Gris,55000.0,Avec kilométrage,1.6,2019.0,Manuelle,Ssangyong,Korando,Autres,Essence,7.0
Tunis,90.0,197000.0,Blanc,65000.0,Avec kilométrage,2.0,2017.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,9.0
Médenine,90.0,63000.0,Bleu,75000.0,Avec kilométrage,3.0,2021.0,Automatique,Renault,Megane,Autres,Essence,7.0
Bizerte,90.0,270.0,Blanc,39000.0,Nouveau,1.6,2008.0,Manuelle,BMW,Serie 1,Berline,Essence,7.0
Ariana,90.0,175000.0,Noir,14000.0,Nouveau,1.4,2012.0,Manuelle,Fiat,Punto,Autres,Essence,5.0
Kasserine,90.0,100000.0,Blanc,33000.0,Nouveau,1.6,2020.0,Manuelle,Suzuki,Celerio,Compacte,Essence,4.0
Tunis,90.0,53000.0,Bleu,83000.0,Avec kilométrage,1.4,2022.0,Automatique,Hyundai,Accent,Berline,Essence,6.0
Tunis,90.0,110000.0,Gris,40000.0,Avec kilométrage,1.5,2016.0,Manuelle,Mazda,2,Berline,Essence,6.0
Sousse,90.0,47000.0,Blanc,23000.0,Nouveau,1.6,2021.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Nabeul,90.0,170000.0,Blanc,67000.0,Avec kilométrage,1.6,2014.0,Automatique,BMW,Serie 1,Berline,Essence,7.0
Ben Arous,90.0,201961.0,Blanc,90000.0,Avec kilométrage,1.6,2015.0,Manuelle,Mercedes-Benz,Vito,Utilitaire,Diesel,5.0
Siliana,90.0,200000.0,Bleu,21000.0,Avec kilométrage,1.2,2010.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Sfax,90.0,90000.0,Noir,79000.0,Avec kilométrage,1.5,2019.0,Automatique,Haval,H6,4 x 4,Essence,9.0
Bizerte,90.0,363526.0,Vert,14000.0,Avec kilométrage,1.2,1999.0,Manuelle,Peugeot,206,Autres,Diesel,5.0
La Manouba,90.0,99999.0,Bleu,123456.0,Avec kilométrage,1.6,1900.0,Manuelle,Citroen,C3,Compacte,Essence,5.0
Ben Arous,90.0,44000.0,Noir,90000.0,Nouveau,1.5,2022.0,Automatique,Chery,Tiggo,4 x 4,Essence,9.0
Tunis,90.0,230000.0,Autre,31500.0,Nouveau,1.6,2015.0,Automatique,Chevrolet,Optra,Compacte,Essence,31000.0
Ariana,90.0,105000.0,Blanc,75000.0,Avec kilométrage,1.6,2014.0,Automatique,BMW,Serie 3,Autres,Essence,0.0
Tunis,90.0,34000.0,Gris,89000.0,Avec kilométrage,1.3,2023.0,Automatique,MG,ZS,Autres,Essence,9.0
Mahdia,90.0,220000.0,Blanc,12800.0,Avec kilométrage,1.9,2000.0,Manuelle,Fiat,Peugeot.Expert,Berline,Diesel,7.0
Sfax,90.0,300000.0,Blanc,23000.0,Avec kilométrage,1.5,2010.0,Manuelle,Renault,Kangoo,Utilitaire,Diesel,6.0
Monastir,90.0,71500.0,Blanc,160000.0,RS,2.0,2019.0,Automatique,Mercedes-Benz,Classe A,Compacte,Diesel,8.0
Nabeul,90.0,93000.0,Bleu,71000.0,Avec kilométrage,1.6,2018.0,Automatique,Renault,Kadjar,4 x 4,Essence,8.0
Nabeul,90.0,53000.0,Noir,42500.0,Avec kilométrage,1.2,2021.0,Manuelle,Kia,Picanto,Autres,Essence,5.0
Tunis,90.0,50000.0,Blanc,38000.0,Nouveau,1.3,2020.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Ben Arous,90.0,396000.0,Gris,14200.0,Avec kilométrage,1.5,2012.0,Manuelle,Dacia,Logan,Utilitaire,Diesel,6.0
Sousse,90.0,92500.0,Gris,30500.0,Avec kilométrage,1.6,2020.0,Manuelle,Suzuki,Celerio,Compacte,Essence,4.0
Médenine,90.0,119000.0,Blanc,52999.0,Nouveau,1.6,2021.0,Manuelle,Renault,Clio,Autres,Essence,4.0
Kébili,90.0,232000.0,Noir,28000.0,Avec kilométrage,1.4,2007.0,Automatique,Mercedes-Benz,Classe B,Compacte,Essence,6.0
Ariana,90.0,80000.0,Blanc,40500.0,Avec kilométrage,3.0,2016.0,Manuelle,Ford,Fiesta,Autres,Essence,192.0
Sousse,90.0,159.0,Noir,36000.0,Nouveau,1.4,2017.0,Manuelle,Citroen,C4 Cactus,Compacte,Essence,6.0
Tunis,90.0,198000.0,Blanc,41500.0,Avec kilométrage,1.6,2016.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,6.0
Tunis,90.0,75000.0,Noir,75500.0,Nouveau,1.6,2019.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,6.0
Tunis,90.0,82000.0,Blanc,84000.0,Avec kilométrage,1.5,2019.0,Automatique,Haval,H6,4 x 4,Essence,9.0
Ariana,90.0,127000.0,Noir,78000.0,Avec kilométrage,1.6,2018.0,Automatique,Kia,Sportage,Autres,Essence,8.0
Tunis,90.0,4855688.0,Noir,35000.0,Avec kilométrage,1.4,2016.0,Manuelle,Volkswagen,Polo,Autres,Essence,5.0
Nabeul,90.0,170.0,Rouge,35000.0,Avec kilométrage,1.2,2017.0,Manuelle,Hyundai,I 10,Compacte,Essence,5.0
Tunis,90.0,257000.0,Autre,16800.0,Avec kilométrage,1.2,2002.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Ben Arous,90.0,35000.0,Gris,56000.0,Avec kilométrage,1.6,2022.0,Automatique,Chery,Tiggo,Autres,Essence,6.0
La Manouba,90.0,133000.0,Rouge,20500.0,Avec kilométrage,3.2,2005.0,Manuelle,Peugeot,206,Autres,Essence,4.0
Ariana,90.0,113600.0,Gris,24800.0,Avec kilométrage,1.4,2007.0,Manuelle,Peugeot,207 SW,Compacte,Essence,6.0
Ben Arous,90.0,180000.0,Blanc,23000.0,Avec kilométrage,1.9,2004.0,Manuelle,Volkswagen,Caddy,Utilitaire,Diesel,9.0
Ben Arous,90.0,177827.0,Blanc,46000.0,Nouveau,1.6,2011.0,Manuelle,Volkswagen,Passat,Autres,Diesel,5.0
Tunis,90.0,300000.0,Bleu,15000.0,Avec kilométrage,2.0,1996.0,Manuelle,Nissan,Primastar,Berline,Diesel,6.0
La Manouba,90.0,1440.0,Bleu,11999.0,Avec kilométrage,3.0,2000.0,Manuelle,Citroen,Saxo,Autres,Diesel,5.0
Ariana,90.0,166.0,Argent,44000.0,Avec kilométrage,1.6,2012.0,Automatique,BMW,Serie 1,Berline,Essence,7.0
Tunis,90.0,320000.0,Gris,70000.0,Avec kilométrage,1.2,2018.0,Manuelle,Ssangyong,Actyon,4 x 4,Diesel,7.0
Sfax,90.0,11111111.0,Gris,19000.0,Avec kilométrage,2.2,2010.0,Manuelle,Autres,Autres,Autres,Diesel,7.0
Tunis,90.0,73000.0,Noir,29500.0,Avec kilométrage,1.2,2018.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Sfax,90.0,129000.0,Blanc,35000.0,Nouveau,1.3,2021.0,Manuelle,Fiat,Fiorino,Pick up,Diesel,5.0
Monastir,90.0,200000.0,Bleu,33000.0,Avec kilométrage,1.6,2006.0,Automatique,Mercedes-Benz,Classe B,4 x 4,Essence,7.0
Ariana,90.0,260000.0,Gris,25000.0,Avec kilométrage,1.2,2010.0,Manuelle,Renault,Symbol,Autres,Essence,2.0
Ariana,90.0,290.0,Blanc,39400.0,Avec kilométrage,1.6,2011.0,Manuelle,mini,Country Man,Compacte,Essence,6.0
Sousse,90.0,133000.0,Noir,17500.0,Avec kilométrage,1.2,2002.0,Manuelle,Volkswagen,Polo,Berline,Essence,4.0
Tunis,90.0,76000.0,Noir,86000.0,Avec kilométrage,1.5,2019.0,Automatique,Haval,H6,4 x 4,Essence,9.0
Gabès,90.0,159000.0,Bleu,35000.0,Avec kilométrage,2.0,2007.0,Manuelle,Chevrolet,Captiva,4 x 4,Diesel,9.0
Le Kef,90.0,63644.0,Bleu,60000.0,Avec kilométrage,1.6,2020.0,Manuelle,Renault,Capture,Berline,Essence,5.0
Ariana,90.0,65752.0,Blanc,23900.0,Avec kilométrage,1.1,2020.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Médenine,90.0,360000.0,Gris,23000.0,Avec kilométrage,1.6,2005.0,Manuelle,Renault,Clio,Autres,Essence,23.0
Ben Arous,90.0,40000.0,Blanc,40000.0,Avec kilométrage,1.5,2021.0,Automatique,Dacia,Dokker,Utilitaire,Diesel,5.0
Tunis,90.0,232000.0,Autre,28500.0,Avec kilométrage,1.6,2012.0,Manuelle,Ford,Mondeo,Berline,Essence,7.0
Ben Arous,90.0,1000.0,Noir,11000.0,Avec kilométrage,1.6,1998.0,Manuelle,Renault,Laguna,Berline,Essence,0.0
Sfax,90.0,282000.0,Noir,43000.0,Nouveau,2.0,2005.0,Manuelle,BMW,Serie 3 GT,Berline,Diesel,9.0
Tunis,90.0,360000.0,Gris,23000.0,Avec kilométrage,1.6,2005.0,Manuelle,Renault,Clio,Autres,Essence,1.0
Tunis,90.0,34000.0,Blanc,175000.0,Avec kilométrage,2.0,2016.0,Automatique,Land Rover,Freelander,4 x 4,Essence,15.0
Tunis,90.0,150.0,Gris,14000.0,Non dédouanné,1.3,2009.0,Automatique,Kia,Picanto,Utilitaire,Essence,4.0
Jendouba,90.0,190000.0,Bleu,52000.0,Avec kilométrage,1.6,2016.0,Automatique,Ssangyong,Korando,4 x 4,Essence,7.0
Tunis,90.0,100000.0,Noir,47500.0,Avec kilométrage,1.2,2021.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Sousse,90.0,220000.0,Blanc,90000.0,Avec kilométrage,1.6,2003.0,Automatique,Dodge,Avenger,Pick up,Essence,27.0
La Manouba,90.0,123818.0,Bleu,30000.0,Avec kilométrage,1.3,2007.0,Automatique,Toyota,Corolla,Berline,Essence,6.0
Ben Arous,90.0,133000.0,Noir,27000.0,Avec kilométrage,1.4,2012.0,Manuelle,Citroen,C3,Compacte,Essence,5.0
Tunis,90.0,10000.0,Beige,340000.0,Avec kilométrage,2.0,2022.0,Automatique,Volvo,XC60,4 x 4,Hybride,20.0
Tunis,90.0,60000.0,Gris,115000.0,Avec kilométrage,1.5,2021.0,Manuelle,Suzuki,Jimmy,4 x 4,Essence,6.0
Tunis,90.0,127000.0,Gris,42000.0,Avec kilométrage,2.5,2017.0,Manuelle,Peugeot,Bipper,4 x 4,Diesel,8.0
Tunis,90.0,136000.0,Noir,130000.0,Avec kilométrage,2.0,2017.0,Automatique,Jaguar,X-Type,Berline,Diesel,9.0
Tataouine,90.0,91000.0,Blanc,140000.0,Non dédouanné,3.2,2018.0,Automatique,Ford,Ranger,4 x 4,Diesel,11.0
Tunis,90.0,192400.0,Noir,47000.0,Avec kilométrage,2.2,2016.0,Manuelle,Mazda,BT-50,Pick up,Diesel,9.0
Monastir,90.0,135000.0,Gris,28500.0,Avec kilométrage,1.2,2017.0,Manuelle,Peugeot,208,Berline,Essence,75.0
Gabès,90.0,215.0,Vert,15500.0,Avec kilométrage,1.6,2004.0,Manuelle,Peugeot,Partner,Berline,Diesel,7.0
Tunis,90.0,100000.0,Gris,33000.0,Avec kilométrage,1.2,2021.0,Manuelle,Mahindra,Hover,Berline,Essence,5.0
Mahdia,90.0,80000.0,Marron,80000.0,Non dédouanné,2.0,2016.0,Manuelle,Volkswagen,Amarok,Pick up,Essence,11.0
Mahdia,90.0,500.0,Gris,140000.0,Nouveau,2.5,2023.0,Manuelle,Isuzu,D-MAX,4 x 4,Diesel,11.0
Monastir,90.0,101000.0,Blanc,54000.0,Avec kilométrage,1.6,2020.0,Manuelle,Peugeot,308,Compacte,Diesel,5.0
Tunis,90.0,130.0,Gris,18000.0,Avec kilométrage,1.6,2009.0,Manuelle,Peugeot,206,Compacte,Essence,4.0
Monastir,90.0,128000.0,Blanc,58500.0,Avec kilométrage,1.5,2019.0,Manuelle,Renault,Megane,Berline,Diesel,5.0
Tunis,90.0,158000.0,Noir,31500.0,Avec kilométrage,1.2,2017.0,Manuelle,Renault,Logan,Berline,Essence,5.0
Sfax,90.0,158000.0,Blanc,55000.0,Avec kilométrage,1.9,2011.0,Automatique,Kia,Sportage,4 x 4,Essence,11.0
Ariana,90.0,42000.0,Blanc,64000.0,Nouveau,1.6,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Gabès,90.0,135000.0,Vert,75000.0,Avec kilométrage,1.6,2018.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,8.0
Ben Arous,90.0,170000.0,Autre,26000.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,208,Autres,Essence,5.0
Bizerte,90.0,111000.0,Marron,90000.0,Avec kilométrage,1.6,2019.0,Automatique,Hyundai,Tucson,Utilitaire,Essence,8.0
Monastir,90.0,139000.0,Blanc,66000.0,Nouveau,1.2,2017.0,Manuelle,Audi,A3,Compacte,Essence,6.0
Monastir,90.0,99000.0,Noir,41000.0,Avec kilométrage,1.5,2017.0,Manuelle,Autres,Autres,Autres,Essence,6.0
Ariana,90.0,228.0,Argent,15000.0,Avec kilométrage,1.4,2005.0,Manuelle,Fiat,Palio,Autres,Essence,4.0
Tunis,90.0,90000.0,Argent,230000.0,Avec kilométrage,3.5,2018.0,Automatique,Jeep,Wrangler,4 x 4,Essence,20.0
Tunis,90.0,310449.0,Argent,21500.0,Avec kilométrage,3.5,2014.0,Manuelle,Citroen,Nemo,Autres,Diesel,4.0
Médenine,90.0,160.0,Blanc,51500.0,Avec kilométrage,1.6,2017.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,5.0
Ariana,90.0,25000.0,Rouge,70000.0,Avec kilométrage,1.5,2019.0,Automatique,Haval,jolion,4 x 4,Essence,9.0
Sousse,90.0,300.0,Bleu,13500.0,Avec kilométrage,3.0,2001.0,Manuelle,Opel,Corsa,Autres,Essence,0.0
Ariana,90.0,140000.0,Blanc,21000.0,Avec kilométrage,1.5,2014.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Bizerte,90.0,260.0,Bleu,44000.0,Avec kilométrage,2.0,2011.0,Automatique,Kia,Sorento,4 x 4,Diesel,12.0
Tunis,90.0,214.0,Bleu,37000.0,Avec kilométrage,1.4,2010.0,Manuelle,Volkswagen,Golf 6,Berline,Essence,80.0
Ariana,90.0,177000.0,Violet,34000.0,Avec kilométrage,1.2,2015.0,Manuelle,Citroen,C4 Cactus,Compacte,Essence,5.0
Monastir,90.0,200000.0,Bleu,33000.0,Avec kilométrage,1.6,2006.0,Automatique,Mercedes-Benz,Classe B,4 x 4,Essence,7.0
Tunis,90.0,64000.0,Gris,67000.0,Avec kilométrage,1.6,2022.0,Manuelle,Ford,Edge,Autres,Essence,7.0
Tunis,90.0,5000.0,Noir,245000.0,Nouveau,1.6,2022.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,9.0
Ariana,90.0,680000.0,Jaune,15000.0,Pièces manquantes,1.2,2010.0,Manuelle,Renault,Symbol,Compacte,Essence,4.0
Sidi Bouzid,90.0,200000.0,Blanc,1111.0,Avec kilométrage,1.6,1994.0,Manuelle,Isuzu,Trooper,Autres,Diesel,9.0
Sfax,90.0,290.0,Gris,40000.0,Avec kilométrage,3.0,2014.0,Automatique,Ssangyong,Korando,Autres,Diesel,11.0
Ben Arous,90.0,300000.0,Blanc,23000.0,Avec kilométrage,3.0,2007.0,Manuelle,Isuzu,Landwind,Autres,Diesel,11.0
Tunis,90.0,100000.0,Noir,39500.0,Avec kilométrage,1.6,2019.0,Manuelle,Chery,Tiggo,Berline,Essence,8.0
Monastir,90.0,116000.0,Noir,77500.0,Avec kilométrage,1.6,2018.0,Manuelle,Volkswagen,Golf,Berline,Essence,6.0
Sfax,90.0,130000.0,Blanc,170000.0,Nouveau,2.5,2020.0,Automatique,Toyota,RAV 4,4 x 4,Hybride,9.0
Monastir,90.0,93000.0,Blanc,42500.0,Nouveau,1.6,2019.0,Manuelle,Volkswagen,Polo,Berline,Essence,4.0
Tunis,90.0,200.0,Bleu,29200.0,Avec kilométrage,1.2,2013.0,Manuelle,Peugeot,Tepee,Autres,Essence,5.0
Ben Arous,90.0,308000.0,Noir,35000.0,Avec kilométrage,1.6,2018.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Monastir,90.0,240000.0,Blanc,17000.0,Avec kilométrage,1.9,2005.0,Manuelle,Renault,Laguna,Autres,Diesel,20.0
Ariana,90.0,100000.0,Blanc,40000.0,Avec kilométrage,1.6,2016.0,Automatique,Citroen,C4,Compacte,Essence,6.0
Sousse,90.0,174000.0,Gris,20000.0,Avec kilométrage,1.2,2011.0,Manuelle,Fiat,Punto,Compacte,Essence,5.0
Ariana,90.0,27000.0,Noir,87000.0,Avec kilométrage,1.6,2018.0,Manuelle,Hyundai,Creta,Berline,Essence,7.0
Siliana,90.0,140000.0,Noir,62000.0,Avec kilométrage,1.4,2017.0,Manuelle,Audi,A4,Pick up,Essence,8.0
Monastir,90.0,203.0,Noir,111111.0,Avec kilométrage,1.4,2015.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Siliana,90.0,117000.0,Noir,59000.0,Avec kilométrage,1.4,2017.0,Manuelle,Volkswagen,Passat,Pick up,Essence,7.0
Tunis,90.0,142.0,Bleu,18500.0,Avec kilométrage,1.6,2017.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Tunis,90.0,230.0,Gris,54000.0,Nouveau,1.6,2010.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Tunis,90.0,263.0,Blanc,12500.0,Avec kilométrage,1.4,1996.0,Manuelle,Opel,Corsa,Compacte,Diesel,4.0
Ben Arous,90.0,47000.0,Rouge,40000.0,Nouveau,3.0,2021.0,Manuelle,Renault,Clio,Autres,Essence,4.0
Tunis,90.0,290000.0,Noir,66000.0,Avec kilométrage,2.0,2011.0,Automatique,BMW,Serie 5,Berline,Diesel,10.0
Ariana,90.0,211000.0,Rouge,24800.0,Avec kilométrage,1.2,2012.0,Manuelle,Citroen,C1,Compacte,Essence,4.0
Sfax,90.0,266.0,Noir,40000.0,Avec kilométrage,1.6,2011.0,Manuelle,Audi,A3,Compacte,Essence,6.0
Ariana,90.0,221000.0,Gris,20000.0,Avec kilométrage,1.2,2007.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Monastir,90.0,230359.0,Gris,20000.0,Nouveau,1.2,2013.0,Manuelle,Fiat,Grande Punto,Autres,Essence,4.0
Gafsa,90.0,1600000.0,Rouge,32500.0,Nouveau,1.6,2015.0,Manuelle,Mazda,2,Compacte,Essence,5.0
Kairouan,90.0,51000.0,Gris,100000.0,Non dédouanné,2.0,2019.0,Automatique,BMW,X3,Autres,Essence,9.0
Tozeur,90.0,2400.0,Gris,11111.0,Avec kilométrage,1.6,2005.0,Manuelle,Mazda,5,4 x 4,Diesel,1820.0
Nabeul,90.0,440000.0,Blanc,11111.0,Avec kilométrage,1.2,2005.0,Manuelle,Peugeot,Partner,Autres,Diesel,7.0
Tunis,90.0,168000.0,Gris,32000.0,Avec kilométrage,1.4,2012.0,Manuelle,Alfa Romeo,Giulietta,Berline,Essence,7.0
Nabeul,90.0,145000.0,Marron,30500.0,Avec kilométrage,1.2,2015.0,Manuelle,Opel,Corsa,Compacte,Essence,5.0
Sousse,90.0,41000.0,Gris,70000.0,Avec kilométrage,1.6,2020.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Sousse,90.0,250000.0,Noir,37000.0,Avec kilométrage,1.8,2006.0,Automatique,Mercedes-Benz,Classe E,Berline,Essence,10.0
Sousse,90.0,190000.0,Noir,23700.0,Avec kilométrage,1.2,2012.0,Manuelle,Fiat,Punto,Compacte,Essence,5.0
Ariana,90.0,91000.0,Noir,34900.0,Avec kilométrage,1.2,2020.0,Manuelle,Hyundai,I 10,Compacte,Essence,5.0
Gafsa,90.0,146.0,Noir,12345.0,Avec kilométrage,1.6,2019.0,Manuelle,Volkswagen,Golf 7,Autres,Diesel,0.0
Tunis,90.0,29000.0,Gris,29500.0,Avec kilométrage,1.6,2021.0,Manuelle,Suzuki,Maruti,Berline,Essence,4.0
Ariana,90.0,103000.0,Blanc,85000.0,Avec kilométrage,1.6,2018.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,7.0
Ariana,90.0,175.0,Gris,30000.0,Avec kilométrage,1.6,2012.0,Manuelle,Peugeot,207,Compacte,Essence,5.0
Médenine,90.0,110000.0,Blanc,80000.0,Nouveau,2.9,2019.0,Manuelle,Iveco,Daily,Compacte,Diesel,10.0
Ben Arous,90.0,64000.0,Beige,48000.0,Avec kilométrage,1.6,2017.0,Automatique,Ford,Focus C-MAX,Compacte,Essence,6.0
Ben Arous,90.0,320000.0,Blanc,47000.0,Avec kilométrage,2.0,2013.0,Manuelle,Volkswagen,Tiguan,Autres,Essence,9.0
Tunis,90.0,117000.0,Blanc,38000.0,Avec kilométrage,1.2,2015.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Tunis,90.0,1400000.0,Noir,27500.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,508,Berline,Essence,9.0
Tunis,90.0,204000.0,Bleu,17200.0,Avec kilométrage,1.2,2006.0,Manuelle,Peugeot,206,Autres,Essence,4.0
La Manouba,90.0,195.0,Noir,11111.0,RS,1.6,2013.0,Automatique,Toyota,Land Cruiser,Utilitaire,Diesel,19.0
Médenine,90.0,250000.0,Noir,23000.0,Avec kilométrage,1.4,2006.0,Manuelle,Renault,Megane Estate,Compacte,Essence,6.0
Ariana,90.0,137000.0,Gris,60000.0,Nouveau,1.2,2018.0,Manuelle,Seat,Leon,Autres,Essence,6.0
Tunis,90.0,52000.0,Blanc,123456.0,Avec kilométrage,1.9,2023.0,Automatique,Changhe,Ideal,Autres,Essence,11.0
Tunis,90.0,25000.0,Bleu,55000.0,Nouveau,1.6,2019.0,Manuelle,Autres,Autres,Autres,Essence,7.0
Siliana,90.0,300.0,Blanc,15700.0,Avec kilométrage,1.3,2013.0,Automatique,Fiat,Doblo,Utilitaire,Diesel,5.0
